id,type,name,address,number,state,city,zip,lat,lon,point
2122,Hospital,"Mcneil, Ramos and Rhodes",799 Arthur Road,122-215-7032,NY,Syracuse,13207,43.012216,-76.170596,"(43.012216, -76.170596)"
2123,Pharmacy,"Trujillo, Moore and White",22967 Flores Gateway,756-837-2642,MS,Ellisville,39437,31.611088,-89.171825,"(31.611088, -89.171825)"
2124,Pharmacy,Shaw-Graham,533 Morse Lake Apt. 787,312-884-0228,HI,Honolulu,96808,24.859832,-168.021815,"(24.859832, -168.021815)"
2125,Pharmacy,Peterson-Farley,58156 Jeremy Circle,518-770-1024,OH,Akron,44305,41.078706,-81.458435,"(41.078706, -81.458435)"
2126,Pharmacy,"Knox, Rodriguez and Burgess",60016 Juan Flat,608-041-6398,KY,Miracle,40856,36.769184,-83.708181,"(36.769184, -83.70818100000002)"
2127,Pharmacy,Conley LLC,9544 Stewart Ways Apt. 952,781-637-4299,NY,Islip,11751,40.72813,-73.217871,"(40.72813, -73.217871)"
2128,Pharmacy,Valenzuela-Taylor,243 Davis Mission Apt. 296,883-802-7267,RI,Pascoag,2859,41.96415,-71.723316,"(41.96415, -71.723316)"
2129,Pharmacy,Bailey PLC,6228 Smith Junction Suite 839,601-090-9354,IL,De Land,61839,40.124321,-88.623262,"(40.124321, -88.623262)"
2130,Pharmacy,"Ortega, Jordan and Thompson",3559 Edward Squares Apt. 093,506-825-3476,AR,Mc Caskill,71847,33.915909,-93.61992,"(33.915909, -93.61992)"
2131,Pharmacy,"Pierce, Daniels and Pittman",3529 Adam Knoll,135-483-8010,ND,Medina,58467,46.899774,-99.316908,"(46.899774, -99.316908)"
2132,Pharmacy,Oliver-Reed,06850 Chapman Parkways Apt. 571,338-010-8087,GA,Tallapoosa,30176,33.770057,-85.261585,"(33.770057, -85.261585)"
2133,Pharmacy,"Hubbard, Farrell and Rose",3689 John Stravenue,238-171-4309,CO,Glenwood Springs,81602,39.511742,-107.325336,"(39.511742, -107.325336)"
2134,Pharmacy,Brennan PLC,5075 Ward Summit,340-802-8697,CO,Glen Haven,80532,40.457758,-105.447005,"(40.457758, -105.447005)"
2135,Pharmacy,Vaughn-Woods,406 West Harbors,217-449-5951,FL,Pensacola,32573,30.61428,-87.275772,"(30.61428, -87.275772)"
2136,Pharmacy,"Thomas, Stewart and Wagner",030 Clark Mills Suite 794,186-390-3656,IA,Wadena,52169,42.841014,-91.674168,"(42.841014, -91.674168)"
2137,Pharmacy,Payne-Bauer,26153 Kevin Square Apt. 293,142-769-4618,NY,Center Moriches,11934,40.922326,-72.637078,"(40.922326, -72.637078)"
2138,Hospital,"Williams, Wood and Mcfarland",83013 John Flats,345-620-3793,OK,Longdale,73755,36.133739,-98.551349,"(36.133739, -98.551349)"
2139,Hospital,"Mitchell, Campbell and Sanchez",9068 Nicholas Bridge Apt. 375,558-563-0585,NC,Shiloh,27974,36.239776,-76.022486,"(36.239776, -76.022486)"
2140,Pharmacy,"Cook, Leblanc and Bean",6692 Baker Circles,581-739-2656,MS,Vance,38964,34.09953,-90.443027,"(34.09953, -90.443027)"
2141,Hospital,"Garcia, Keller and Ponce",83461 Thornton Ridge,563-354-2511,SD,Wounded Knee,57794,43.352617,-102.5411,"(43.352617, -102.5411)"
2142,Pharmacy,"Harmon, Rush and Dennis",16908 Todd Viaduct,859-839-5381,TX,Gainesville,76241,33.610384,-97.03692,"(33.610384, -97.03692)"
2143,Hospital,Clark-Johnson,9242 Nicholson Hills Suite 498,937-433-7240,LA,Ruston,71273,32.606535,-92.648384,"(32.606535, -92.648384)"
2144,Pharmacy,Rodriguez-Huerta,6039 Michele Valleys,833-329-8949,IL,Rockton,61072,42.381926,-89.142856,"(42.381926, -89.14285600000002)"
2145,Pharmacy,"Rodriguez, Sanchez and Mendez",83843 Jacobson Common,277-507-4939,VA,Lincoln,20160,39.098479,-77.688338,"(39.098479, -77.688338)"
2146,Hospital,Mack-Francis,653 Rivas Route Suite 766,947-268-9394,IL,Middletown,62666,40.085044,-89.522027,"(40.085044, -89.52202700000002)"
2147,Hospital,Harris Inc,122 Davis Mission,630-554-9771,CA,Modesto,95355,37.685879,-120.948033,"(37.685879, -120.948033)"
2148,Pharmacy,Wells Ltd,6611 Rachel Crossroad Apt. 105,694-609-0660,CT,Hartford,6176,41.791776,-72.718832,"(41.791776, -72.71883199999998)"
2149,Pharmacy,Rojas Inc,8984 Christopher Orchard,429-125-9413,OH,Canton,44704,40.799158,-81.345934,"(40.799158, -81.345934)"
2150,Pharmacy,Garcia-Harris,540 William Land,724-476-7504,NY,Phoenix,13135,43.33021,-76.260803,"(43.33021, -76.26080300000002)"
2151,Pharmacy,"Martin, Higgins and Davis",266 Brian Circle,502-308-4952,CA,Mountain View,94041,37.189396,-121.705327,"(37.189396, -121.705327)"
2152,Pharmacy,Hughes Group,3886 West Groves,894-165-8883,IA,Milo,50166,41.283124,-93.428847,"(41.283124, -93.428847)"
2153,Pharmacy,"Rodriguez, Hernandez and Burton",928 George Club,497-218-5363,LA,Longville,70652,30.585628,-93.223551,"(30.585628000000003, -93.223551)"
2154,Pharmacy,"Simpson, Hughes and Irwin",2749 Desiree Street,730-035-7070,WV,Junction,26824,39.314071,-78.659428,"(39.31407100000001, -78.659428)"
2155,Pharmacy,Logan Ltd,410 Mcfarland Crossroad,444-724-0078,WV,London,25126,38.195983,-81.371367,"(38.195983, -81.371367)"
2156,Pharmacy,"Newman, Mitchell and Smith",5660 Hayes Club Apt. 579,158-483-5016,IL,Midlothian,60445,41.811929,-87.68732,"(41.811929, -87.68732)"
2157,Pharmacy,Kent-Shields,638 Franklin Estate Apt. 995,626-061-2002,PA,Mary D,17952,40.747301,-76.062825,"(40.747301, -76.062825)"
2158,Pharmacy,"Bush, Bridges and Francis",285 Sharon Plaza,372-794-4227,MS,Mc Cool,39108,33.082754,-89.641184,"(33.082754, -89.641184)"
2159,Pharmacy,Richardson-Roberts,12737 Brittany Shoals,405-811-8214,NJ,Columbia,7832,40.893979,-75.029163,"(40.893979, -75.029163)"
2160,Hospital,Arnold PLC,9754 Stanley Ports,851-313-0663,AZ,Phoenix,85041,33.379728,-112.112254,"(33.379728, -112.112254)"
2161,Pharmacy,Evans-Wilson,14890 Gaines Courts,429-750-8140,OK,Pickens,74752,34.061674,-94.808868,"(34.061674, -94.808868)"
2162,Hospital,"Mason, Warner and Alvarado",609 Marks Knolls Apt. 772,782-025-3301,OK,Rocky,73661,35.155439,-99.059758,"(35.155439, -99.059758)"
2163,Pharmacy,"Gordon, Martinez and Vance",5258 William Plain,957-382-6042,LA,Center Point,71323,31.235297,-92.194478,"(31.235297, -92.194478)"
2164,Pharmacy,Marsh Inc,6628 Andrea Rue Suite 136,552-015-5797,NY,Franklinville,14737,42.335753,-78.491244,"(42.335753, -78.491244)"
2165,Hospital,Parker-Burke,155 Hunter Inlet,319-406-2543,LA,New Orleans,70115,29.938343,-90.100773,"(29.938343, -90.100773)"
2166,Pharmacy,Smith-Evans,000 Bauer River Apt. 803,391-426-3084,OH,Bradner,43406,41.334031,-83.542092,"(41.334031, -83.54209200000003)"
2167,Pharmacy,Greene Inc,80231 Hart Creek Suite 838,915-467-5453,KS,Shawnee Mission,66226,39.017826,-94.862667,"(39.017826, -94.862667)"
2168,Pharmacy,Dalton-Hall,90049 Lee Road,656-614-9133,AR,Russellville,72812,35.423102,-93.054388,"(35.423102, -93.054388)"
2169,Hospital,"Morrison, Barnett and Grant",546 Yates Lake Suite 938,822-837-4389,NE,Mead,68041,41.19999,-96.640076,"(41.19999, -96.640076)"
2170,Pharmacy,"Williams, Merritt and Russell",661 April Bypass Apt. 004,823-053-3997,GA,Columbus,31999,32.491005,-84.874123,"(32.491005, -84.874123)"
2171,Pharmacy,Mitchell-Young,48830 Jane Islands,573-773-1010,TX,Joshua,76058,32.408644,-97.303647,"(32.408644, -97.303647)"
2172,Hospital,Turner-Parker,0934 Jorge Estates,764-413-8480,PA,Williamsburg,16693,40.402532,-78.255764,"(40.402532, -78.255764)"
2173,Hospital,"Kennedy, Ramirez and Wright",5962 Sanchez Curve,702-285-7784,IL,Minonk,61760,40.838957,-89.066126,"(40.838957, -89.066126)"
2174,Pharmacy,"Gomez, Gray and Anderson",67002 Ashley Lodge,959-537-9331,FL,Bradenton,34201,27.404731,-82.470456,"(27.404731, -82.470456)"
2175,Pharmacy,Weaver-Davis,981 Bradley Viaduct,188-886-2721,WA,Seattle,98145,47.432251,-121.803388,"(47.432251, -121.80338799999998)"
2176,Hospital,Randolph LLC,29458 Hobbs Club,949-288-7829,TX,Dallas,75266,32.767268,-96.777626,"(32.767268, -96.777626)"
2177,Pharmacy,"Walker, Anderson and Kelly",53438 John Mountain,739-128-0801,MO,Mendon,64660,39.590245,-93.133852,"(39.590245, -93.133852)"
2178,Hospital,Bell Group,369 Clark Spring Suite 180,605-704-1905,WI,Cochrane,54622,44.237714,-91.741701,"(44.237714, -91.741701)"
2179,Pharmacy,White-Martin,1715 Heather Isle Apt. 375,710-499-3580,NY,Brockport,14420,43.223303,-77.917335,"(43.223303, -77.917335)"
2180,Hospital,Johnson-Klein,168 Walker Ports,893-011-6405,CA,Irvine,92602,33.718018,-117.72222,"(33.718018, -117.72222)"
2181,Hospital,Mcmillan-Hobbs,11466 Walker Fork,901-089-5196,WV,Slab Fork,25920,37.717933,-81.37157,"(37.717933, -81.37156999999998)"
2182,Pharmacy,"Arnold, Simon and Martin",392 Calvin Harbor Apt. 206,527-353-9486,OH,Mc Guffey,45859,40.689897,-83.811072,"(40.689897, -83.811072)"
2183,Pharmacy,"Cruz, Fischer and Colon",52168 Cynthia Squares,639-696-5479,IA,Mingo,50168,41.775852,-93.246431,"(41.775852, -93.246431)"
2184,Pharmacy,"Jones, Mcguire and Bartlett",5962 John Lodge Apt. 876,140-712-3108,AL,Clay,35048,33.544622,-86.929208,"(33.544622, -86.929208)"
2185,Pharmacy,"Mcclain, Smith and Stevens",15049 Tammy Trail Apt. 806,795-655-5504,TX,Dallas,75248,32.986006,-96.767999,"(32.986006, -96.767999)"
2186,Pharmacy,"Baker, Ramsey and Taylor",7253 Carolyn Gateway Suite 910,532-537-8557,MD,Columbia,21045,39.207806,-76.825475,"(39.207806, -76.825475)"
2187,Pharmacy,"Taylor, Fisher and Herring",97175 Richard Stream,563-273-2913,WI,Marquette,53947,43.746464,-89.138441,"(43.746464, -89.138441)"
2188,Pharmacy,"Cox, Bennett and Hays",455 Derek Park Suite 440,259-252-8776,KS,Scott City,67871,38.482307,-100.906427,"(38.482307, -100.906427)"
2189,Pharmacy,Watkins-Thomas,99048 Kevin Lodge,259-069-1368,VA,Virginia Beach,23455,36.888865,-76.146757,"(36.888865, -76.146757)"
2190,Hospital,Anderson PLC,71667 Wright Rue Apt. 087,985-455-1207,MD,La Plata,20646,38.513875,-77.01034,"(38.513875, -77.01034)"
2191,Pharmacy,"Vasquez, Powell and Larson",74788 Turner River Suite 211,515-658-0546,FL,Tallahassee,32312,30.572171,-84.21548,"(30.572171, -84.21548)"
2192,Hospital,"Clark, Hayden and Jacobs",348 Mark Rapid Apt. 969,285-305-8230,TX,Pecan Gap,75469,33.442173,-95.851141,"(33.442173, -95.851141)"
2193,Pharmacy,Blair-White,229 Sarah Lakes,821-073-5913,WV,New Haven,25265,38.986319,-81.965175,"(38.986319, -81.965175)"
2194,Hospital,Coleman Ltd,639 Figueroa Meadow Apt. 675,682-753-6015,NJ,Paterson,7533,41.011428,-74.304793,"(41.011428, -74.304793)"
2195,Pharmacy,Wilson-Reed,41201 Fitzgerald Path Apt. 943,943-431-1803,VA,Independence,24348,36.638835,-81.194296,"(36.638835, -81.194296)"
2196,Pharmacy,"Silva, Bowman and Cummings",3070 Wendy Isle Apt. 965,996-397-0376,SC,Hardeeville,29927,32.244037,-81.074835,"(32.244037, -81.074835)"
2197,Pharmacy,Ramirez Group,333 Michaela Manor Apt. 233,381-112-7478,LA,Monroe,71210,32.490777,-92.159354,"(32.490777, -92.159354)"
2198,Pharmacy,Franco LLC,2790 Woods Parkway Suite 800,173-741-7790,AL,Slocomb,36375,31.137138,-85.564508,"(31.137138, -85.56450799999998)"
2199,Hospital,"Howell, Jones and Anderson",125 Amy Drive,750-142-5316,VA,Yale,23897,36.838572,-77.27587,"(36.838572, -77.27587)"
2200,Pharmacy,Waters PLC,990 Gary Prairie,560-249-9506,OH,Chillicothe,45601,39.337384,-82.991332,"(39.337384, -82.991332)"
2201,Pharmacy,"Mckinney, Morris and Mathews",8087 Wilson Points,603-743-2122,DC,Washington,20035,38.893311,-77.014647,"(38.893311, -77.014647)"
2202,Hospital,"Mckenzie, Martinez and Walsh",81055 Murphy Springs,615-465-9173,MI,Marlette,48453,43.357539,-83.002816,"(43.357539, -83.00281600000002)"
2203,Hospital,"Hill, Espinoza and Ford",2649 Carolyn Rapids Apt. 906,817-156-8487,TX,Bellevue,76228,33.634364,-98.015081,"(33.634364, -98.015081)"
2204,Pharmacy,"Ramirez, Anderson and Smith",4113 William Circle,338-151-6306,PA,Farmington,15437,39.79741,-79.596769,"(39.79741, -79.596769)"
2205,Pharmacy,Fisher Group,3456 Johnson Flat Suite 172,975-475-8140,TX,Leonard,75452,33.41874,-96.238027,"(33.41874, -96.238027)"
2206,Pharmacy,Hale Ltd,43119 Robinson Radial,375-840-6062,PA,Auburn,17922,40.59782,-76.14932,"(40.59782, -76.14931999999997)"
2207,Pharmacy,Jones-Brooks,62174 Linda Parkways Apt. 138,780-707-3927,MD,Suitland,20746,38.834912,-76.912745,"(38.834912, -76.912745)"
2208,Pharmacy,Rivera and Sons,1248 Michael Fords Apt. 170,339-204-3737,AZ,Mesa,85202,33.393484,-111.804513,"(33.393484, -111.804513)"
2209,Pharmacy,Johnson Inc,18319 Jonathan Ford,159-360-7829,NY,Wingdale,12594,41.672789,-73.584346,"(41.672789, -73.584346)"
2210,Hospital,Robertson-Grant,6597 Robinson Glens,503-641-9725,AZ,Tucson,85706,32.093314,-110.879684,"(32.093314, -110.879684)"
2211,Pharmacy,"Huerta, Rose and Hess",37727 Maurice Fords,883-432-6777,NE,Malcolm,68402,40.908246,-96.813503,"(40.90824600000001, -96.813503)"
2212,Hospital,Ryan Group,3940 Jacob Keys,473-372-2091,NM,La Loma,87724,34.781908,-104.718891,"(34.781908, -104.718891)"
2213,Pharmacy,Benton-Lane,5373 Ware Garden Suite 547,852-031-3065,ME,South Portland,4106,43.627364,-70.289248,"(43.627364, -70.289248)"
2214,Pharmacy,Hudson-Wall,0842 Norton Key Suite 056,634-700-2745,HI,Wahiawa,96786,21.5324,-158.047735,"(21.5324, -158.04773500000005)"
2215,Pharmacy,"Saunders, Green and Livingston",66663 Kent Skyway Apt. 329,100-104-8156,MA,Bernardston,1337,42.62706,-72.642888,"(42.62706, -72.642888)"
2216,Hospital,Lee-Nichols,914 Sarah Gateway Suite 607,470-024-4441,MN,Heron Lake,56137,43.795977,-95.320571,"(43.795977, -95.320571)"
2217,Pharmacy,"Rivas, Flynn and English",1866 James Mountains Apt. 324,845-621-3979,WI,Harshaw,54529,45.690115,-89.663974,"(45.69011500000001, -89.663974)"
2218,Pharmacy,Green and Sons,048 Adam Island Suite 118,783-163-4811,CT,Granby,6035,41.966062,-72.796407,"(41.966062, -72.79640699999999)"
2219,Hospital,Morris-Clark,10195 Eric Brooks Suite 795,836-242-0204,IN,South Whitley,46787,41.071204,-85.510981,"(41.071204, -85.510981)"
2220,Pharmacy,Sutton and Sons,40368 Sharon Junction Suite 297,339-715-7571,OH,Columbus,43221,39.969036,-83.011389,"(39.969036, -83.01138900000002)"
2221,Pharmacy,Hatfield PLC,2973 Antonio Hills Apt. 581,469-379-1958,PA,Levittown,19059,40.328645,-75.10278,"(40.328645, -75.10278000000002)"
2222,Hospital,"Perez, Holmes and Hunter",546 Hartman Alley Apt. 523,407-494-2968,MI,Copper Harbor,49918,47.471616,-87.946283,"(47.471616, -87.946283)"
2223,Pharmacy,Lee-Simmons,8628 Garcia Place Apt. 692,727-493-7924,KY,Morganfield,42437,37.686939,-87.943938,"(37.686939, -87.943938)"
2224,Pharmacy,Campbell and Sons,70206 Nunez Summit,142-508-2638,MS,Michigan City,38647,34.788948,-89.185048,"(34.788948, -89.185048)"
2225,Pharmacy,Davis-Phillips,1914 James Station,370-105-1655,IA,Ottumwa,52501,41.030933,-92.409827,"(41.03093300000001, -92.409827)"
2226,Pharmacy,"Jackson, Stokes and Bryant",792 Kyle Pine,953-020-7752,HI,Honolulu,96822,21.67115,-157.94085,"(21.67115, -157.94085)"
2227,Pharmacy,Rivera PLC,37813 Paul Parks Suite 643,176-644-3682,KY,Girdler,40943,36.871254,-83.829985,"(36.871254, -83.829985)"
2228,Pharmacy,Shah Ltd,7031 Amanda Squares,311-845-2965,AK,Brevig Mission,99785,64.755604,-165.672344,"(64.755604, -165.67234399999995)"
2229,Pharmacy,Brown-Mitchell,582 Wiley Neck Suite 800,975-103-4733,TX,Weatherford,76088,32.847803,-97.860618,"(32.847803000000006, -97.860618)"
2230,Pharmacy,"Johnson, Ramirez and Duncan",5095 Michael Shoals Suite 238,150-521-8985,DC,Washington,20027,38.9,-76.98,"(38.9, -76.98)"
2231,Hospital,Allen-Johnson,930 David Gardens Apt. 795,666-053-9269,SC,Pineland,29934,32.271811,-81.061485,"(32.271811, -81.061485)"
2232,Pharmacy,Harris-Gomez,712 Megan Vista,842-845-8083,NC,Crumpler,28617,36.494803,-81.385406,"(36.49480300000001, -81.385406)"
2233,Hospital,Stevens-Krause,3166 Albert Track,760-029-9116,VA,Merrifield,22119,38.831813,-77.288755,"(38.831813, -77.28875500000002)"
2234,Pharmacy,"Le, Barnes and Larson",4018 Russell Lakes,969-063-5708,VA,Roanoke,24038,37.274175,-79.95786,"(37.274175, -79.95786)"
2235,Pharmacy,"Chan, Taylor and Odonnell",023 Hutchinson Circle Suite 782,554-222-5282,IL,Creal Springs,62922,37.682,-88.817787,"(37.682, -88.817787)"
2236,Pharmacy,"Norris, Edwards and Woodward",758 Hunter Squares Apt. 342,771-847-9119,GA,Bonaire,31005,32.539506,-83.662733,"(32.539506, -83.662733)"
2237,Pharmacy,"Murphy, Faulkner and Curtis",10811 Vickie Gateway,801-044-7356,CA,San Bernardino,92404,34.159076,-116.709044,"(34.159076, -116.709044)"
2238,Pharmacy,"Johnson, Shea and James",26539 Susan Lodge,137-108-6296,TX,Overton,75684,32.133478,-94.83149,"(32.133478000000004, -94.83149)"
2239,Pharmacy,Baker-Vega,63749 Santiago Ways Apt. 710,597-491-4388,NY,Brooklyn,11256,40.645099,-73.945032,"(40.645099, -73.945032)"
2240,Pharmacy,Parsons-Fitzgerald,295 Shawn Ramp Suite 205,481-104-2268,MA,Watertown,2472,42.363096,-71.201398,"(42.363096, -71.201398)"
2241,Pharmacy,"Lewis, Carpenter and Adkins",86062 Cooley Ports,191-150-2862,KS,Beverly,67423,39.045239,-98.209248,"(39.045239, -98.209248)"
2242,Pharmacy,Novak-Lam,0343 Burton Isle,794-820-2351,MT,Loring,59537,48.224749,-108.035444,"(48.224749, -108.035444)"
2243,Pharmacy,James and Sons,3003 Samuel Ridge Apt. 165,428-418-8635,OH,Somerdale,44678,40.56488,-81.352352,"(40.56488, -81.352352)"
2244,Pharmacy,Snyder-Parrish,7657 Hoffman Rapid,960-478-4929,TX,El Paso,88567,31.694842,-106.299987,"(31.694842, -106.29998700000002)"
2245,Pharmacy,Simmons-Leblanc,5427 John Valleys Suite 285,844-438-8211,TX,Greenville,75401,33.104859,-96.115491,"(33.104859000000005, -96.115491)"
2246,Hospital,Walters-Morris,9356 Johnson Station Suite 697,848-229-4275,TN,Jonesborough,37659,36.289189,-82.489065,"(36.289189, -82.489065)"
2247,Pharmacy,"Dennis, Schwartz and Fuller",73167 Christopher Plains Apt. 652,333-251-6167,DC,Washington,20550,38.893311,-77.014647,"(38.893311, -77.014647)"
2248,Hospital,"Evans, Peterson and Shields",724 Shelby Forest Suite 476,833-702-0511,GA,Union Point,30669,33.634342,-83.122065,"(33.634342, -83.122065)"
2249,Pharmacy,Vargas-Rogers,87057 Walls Trafficway,924-164-5350,CA,San Jacinto,92581,33.752886,-116.055617,"(33.752886, -116.055617)"
2250,Hospital,"Perkins, Hernandez and Weaver",04323 Eric Radial,740-746-5153,FL,Miami,33266,25.558428,-80.458168,"(25.558428, -80.458168)"
2251,Pharmacy,Bennett-Hall,49817 Acevedo Drive Suite 040,341-621-4165,MA,Lexington,2420,42.45631,-71.21665,"(42.45631, -71.21665)"
2252,Hospital,Roman-Lee,1302 Marquez Expressway Apt. 534,344-299-3785,OH,Saint Marys,45885,40.584975,-84.376744,"(40.584975, -84.37674399999999)"
2253,Pharmacy,"Wheeler, Ayala and Norton",6975 Joseph Prairie,697-293-7809,PA,New Providence,17560,39.912288,-76.237428,"(39.912288, -76.23742800000002)"
2254,Hospital,Hicks-Trevino,491 Charles Villages,239-063-4754,IL,Good Hope,61438,40.57311,-90.646976,"(40.57311, -90.646976)"
2255,Pharmacy,"Long, Reynolds and Johnson",21008 Juan Greens Suite 905,954-109-3103,WV,Charleston,25303,38.352946,-81.658246,"(38.352946, -81.65824599999998)"
2256,Pharmacy,"Delgado, Brown and Garcia",4894 Patrick Mills,959-804-5327,IN,Fort Wayne,46805,41.099948,-85.078019,"(41.099948, -85.078019)"
2257,Hospital,"Ochoa, Vang and Carpenter",106 Smith Harbor,284-033-3888,NY,Buffalo,14213,42.918057,-78.891108,"(42.918057, -78.891108)"
2258,Pharmacy,"Lawson, Gomez and Mckenzie",06454 Palmer Estates Apt. 355,618-547-5971,MT,Haugan,59842,47.402824,-115.516347,"(47.402824, -115.516347)"
2259,Pharmacy,Rivera-Jones,89242 April Unions Apt. 704,521-651-6816,AZ,Chandler,85225,33.325991,-111.824367,"(33.325990999999995, -111.824367)"
2260,Pharmacy,"Combs, Lee and Hill",30027 Alicia Place Suite 974,869-794-1863,IN,Goshen,46526,41.584839,-85.858059,"(41.584839, -85.858059)"
2261,Hospital,"Martinez, Bradley and Woods",185 George Club Apt. 210,512-720-2657,CA,Pilot Hill,95664,38.75162,-120.979123,"(38.75162, -120.979123)"
2262,Pharmacy,"Edwards, Fuller and Jones",5792 Ariana Overpass Suite 007,421-207-0267,WV,Rowlesburg,26425,39.312958,-79.704927,"(39.312958, -79.704927)"
2263,Pharmacy,"Kennedy, Fletcher and Walker",443 Richard Prairie,709-432-6765,SD,Clear Lake,57226,44.761249,-96.690651,"(44.761249, -96.690651)"
2264,Pharmacy,Brown Ltd,384 Christopher Freeway,699-604-7539,ME,North Haven,4853,44.113472,-68.855722,"(44.113472, -68.855722)"
2265,Pharmacy,Martin-Andersen,24493 Tyler Prairie,274-850-0164,NY,Hastings On Hudson,10706,40.987797,-73.862969,"(40.987797, -73.86296899999998)"
2266,Pharmacy,Booker LLC,6857 Pearson Stravenue,605-345-6879,CA,Bethel Island,94511,38.02662,-121.642463,"(38.02662, -121.642463)"
2267,Pharmacy,"Kerr, Mcdonald and Davis",7070 Kenneth Run Suite 113,980-720-8551,NY,New York,10175,40.754305,-73.979782,"(40.754305, -73.979782)"
2268,Pharmacy,Cole Ltd,7099 Mary Ferry,944-020-2389,IN,Indianapolis,46277,39.779492,-86.132837,"(39.779492, -86.132837)"
2269,Pharmacy,"Garza, Spencer and Anderson",94704 Christopher Glen Apt. 282,365-704-2575,IN,Boonville,47601,38.04247,-87.287145,"(38.04247, -87.287145)"
2270,Pharmacy,"Allen, Rios and Rivera",993 Navarro Crescent Apt. 348,329-545-8465,NJ,Barnegat Light,8006,39.751214,-74.114631,"(39.751214, -74.114631)"
2271,Pharmacy,Carney Ltd,7194 Rivers Rue Apt. 033,962-256-2936,MO,Bell City,63735,36.992886,-89.789402,"(36.992886, -89.789402)"
2272,Pharmacy,Hopkins-Anderson,355 Phyllis Plaza,665-399-3526,HI,Honolulu,96811,24.859832,-168.021815,"(24.859832, -168.021815)"
2273,Hospital,"Gonzalez, Thomas and Lloyd",1934 Kerri Port,217-795-6736,NJ,Rio Grande,8242,39.017283,-74.883671,"(39.017283, -74.88367099999998)"
2274,Hospital,Harrison-Trujillo,39536 Ryan Plaza,362-425-3625,TX,League City,77573,29.496451,-95.052262,"(29.496451, -95.052262)"
2275,Hospital,"Carpenter, Klein and Williams",1584 Alexander Estates,698-426-2254,DC,Washington,20047,38.893311,-77.014647,"(38.893311, -77.014647)"
2276,Pharmacy,Powers-Watson,021 Taylor Roads Apt. 793,825-867-4020,KS,Offerle,67563,37.890172,-99.562672,"(37.890172, -99.562672)"
2277,Hospital,Woods-Porter,0889 Brandy Ports Apt. 381,180-708-1257,NE,Omaha,68104,41.295396,-95.99895,"(41.295396, -95.99895)"
2278,Pharmacy,Combs Group,894 Amanda Harbors,948-418-0831,IL,Trilla,62469,39.393753,-88.348819,"(39.393753, -88.34881899999998)"
2279,Hospital,Galvan-Rogers,297 Nancy Mall Suite 772,300-028-3790,TX,Snyder,79550,32.747707,-100.9153,"(32.747707, -100.9153)"
2280,Hospital,"Cruz, Gregory and Chambers",73258 Keith Hill,840-401-0777,WI,Junction City,54443,44.588962,-89.707997,"(44.588962, -89.70799699999998)"
2281,Pharmacy,Williams-Jones,36531 Cross Rest Suite 742,765-745-1099,NM,Hurley,88043,32.702887,-108.100988,"(32.702887, -108.100988)"
2282,Pharmacy,Wilson-Tran,05857 Smith Mission,188-523-3196,SD,Carpenter,57322,44.848565,-97.737227,"(44.848565, -97.737227)"
2283,Pharmacy,Moon LLC,009 Jones Mall Suite 287,611-001-8721,LA,Sorrento,70778,30.186506,-90.880484,"(30.186506, -90.880484)"
2284,Pharmacy,Turner-Stokes,2946 Johnson Cape,562-525-0138,AR,Tucker,72168,34.431352,-91.96546,"(34.431352000000004, -91.96546)"
2285,Pharmacy,"Gonzalez, Smith and Williams",4969 Amy Unions,857-491-8901,OR,Warrenton,97146,46.125267,-123.905174,"(46.125267, -123.905174)"
2286,Hospital,Campbell PLC,99141 Erica Creek Apt. 926,327-626-4182,MA,New Bedford,2741,41.756214,-71.067062,"(41.756214, -71.06706199999998)"
2287,Pharmacy,Bowers-Yang,85858 Johnson Ferry Apt. 167,145-464-7536,WA,Vancouver,98662,45.691419,-122.580457,"(45.691419, -122.580457)"
2288,Pharmacy,"Vasquez, Castro and Rangel",6604 Watts Common,130-433-7067,MO,Old Appleton,63770,37.589021,-89.679373,"(37.589021, -89.679373)"
2289,Hospital,Colon-Hale,5114 Christopher Circles Apt. 102,605-041-4239,SD,Ravinia,57357,43.136365,-98.427173,"(43.13636500000001, -98.427173)"
2290,Hospital,"Montgomery, Garcia and Rice",78476 James Mews,570-835-2951,IL,Dupo,62239,38.519424,-90.181561,"(38.519424, -90.181561)"
2291,Pharmacy,Hill-Evans,7847 Morris Curve Apt. 511,190-146-2757,NE,Leigh,68643,41.647114,-97.184984,"(41.647114, -97.184984)"
2292,Pharmacy,Nelson and Sons,308 Anderson Plains,899-244-3257,TX,Dallas,75225,32.851127,-96.771829,"(32.851127000000005, -96.771829)"
2293,Pharmacy,"Baldwin, Torres and Baird",067 Kaitlin Dale,738-719-8980,TN,Slayden,37165,36.283543,-87.458058,"(36.283543, -87.458058)"
2294,Hospital,White Inc,27658 Tina Summit Suite 764,500-747-6972,VA,Toms Brook,22660,38.94761,-78.433111,"(38.94761, -78.433111)"
2295,Pharmacy,Perez Ltd,6436 Robertson Ridges Apt. 333,626-038-8892,PA,Hyde Park,15641,40.628165,-79.595648,"(40.628165, -79.595648)"
2296,Hospital,"Becker, Velez and Hoffman",12227 Amy Mission Apt. 784,621-607-8338,WA,Veradale,99037,47.636834,-117.199587,"(47.636834, -117.199587)"
